openlibrary_id,title,authors,first_publish_year,subjects,edition_count,work_key,cover_id,type,genre,summary
OL17352669W,A Court of Thorns and Roses,Sarah J. Maas,2013.0,"Fantasy, Love, Blessing and cursing, Fairies, Children's audiobooks, Fiction, Juvenile fiction, Love stories, Children's fiction, Love, fiction, Fantasy fiction, Fairies, fiction, nyt:young-adult=2015-05-24, New York Times bestseller, nyt:young-adult-paperback=2016-05-22, collectionID:EanesChallenge, collectionID:AlpineChallenge, collectionID:ConroeChallenge, Magic, Man-woman relationships, Älvor, Kärlek, Young adult fiction, Teen fiction, Juvenile works, Young adult works, Magi, series:A_Court_of_Thorns_and_Roses, Faerie, Romance, Courts ect., Shipping, Taxation, Commerce, Drum machine, Sequencer (Musical instrument)",34,/works/OL17352669W,8738585.0,fiction,Fantasy,
OL17352916W,White Sand 1,"Brandon Sanderson, Rik Hoskin, Julius M. Gopez",2016.0,"Magic, Fantasy, Adventure, Cosmere Universe, graphic novel, Sand, Comic books, strips, Life on other planets, Conspiracies, Good and evil, Comics & graphic novels, science fiction, nyt:hardcover-graphic-books=2016-07-17, New York Times bestseller, Comics & graphic novels, fantasy",5,/works/OL17352916W,14658405.0,fiction,Fantasy,
OL17353053W,Tales of the Great Beasts (Spirit Animals #0.5),"Brandon Mull, Nick Eliopulos, Billy Merrell, Gavin Brown, Emily Seife",2014.0,"Adventure, Animals, Fantasy, Fantasy Fiction, Fiction, Juvenile Fiction, Magic, Good and evil, Shapeshifting, Human-animal relationships, Short stories, Children's fiction, Animals, fiction, Human-animal relationships, fiction, Good and evil, fiction, Fantasy fiction, Juvenile fiction",4,/works/OL17353053W,10194150.0,fiction,Fantasy,
OL17354768W,The Golden Weapons,Tracey West,2012.0,"Fantasy, LEGO toys, Ninja, Juvenile fiction, Good and evil, Fiction, Children's fiction, Readers, Martial arts, fiction, Toys, fiction",4,/works/OL17354768W,7432472.0,fiction,Fantasy,
OL17356063W,Every Heart a Doorway,"Seanan McGuire, Cynthia Hopkins, Seanan Mcguire",2016.0,"Schools, Magic, Children, Institutional care, Fiction, Fiction, fantasy, general, collection:otherwise_tiptree_award=honor, fantasy, general",5,/works/OL17356063W,7433973.0,fiction,Fantasy,
OL17356842W,Glass Sword,Victoria Aveyard,2016.0,"Ability, Teenage girls, Resistance to Government, Blood, Juvenile fiction, Princesses, Fiction, Children's fiction, Princesses, fiction, Fantasy fiction, nyt:young-adult-hardcover=2016-02-28, New York Times bestseller, blood silver red king, nyt:young-adult-e-book=2016-02-28, Insurgency, YOUNG ADULT FICTION, Fantasy, Romance, Royalty",11,/works/OL17356842W,7434839.0,fiction,Fantasy,
OL17357379W,All the Birds in the Sky,"Charlie Jane Anders, Laurent Queyssi",2016.0,"Man-woman relationships, Magic, FICTION / Fantasy / General, FICTION / Fantasy / Contemporary, Time travel, Fiction, Fiction, fantasy, contemporary, Fiction, science fiction, general, Fiction, fantasy, general, award:nebula_award=novel, Fantasy, General, Contemporary",8,/works/OL17357379W,7435137.0,,,
OL17357734W,The Raven King,Maggie Stiefvater,2016.0,"Family secrets, Young adult fiction, Magic, Clairvoyance, Fiction, Fantasy, Love, Dreams, Romance fiction, Children's fiction, Love, fiction, Supernatural, fiction, Magic, fiction, Dreams, fiction, Fantasy fiction, Series:The-Raven-Cycle, Juvenile fiction, Paranormal fiction, Young Adult, Paranormal, Romance, LGBT, Urban Fantasy, Young Adult Fantasy",11,/works/OL17357734W,7435454.0,fiction,Fantasy,
OL17358407W,Shadow Scale,Rachel Hartman,2015.0,"JUVENILE FICTION / Action & Adventure / General, Courts and courtiers, JUVENILE FICTION / Fantasy & Magic, Dragons, Fantasy, JUVENILE FICTION / Historical / Medieval, Fiction, War, Children's fiction, War, fiction, Dragons, fiction, Courts and courtiers, fiction, Fantasy fiction, Juvenile fiction",8,/works/OL17358407W,7436234.0,fiction,Fantasy,
OL17359908W,Yellow Brick War,Danielle Paige,2016.0,"Magic, Fantasy fiction, Juvenile fiction, Fiction, Oz (Imaginary place), Fantasy, Kings, queens, rulers, Queens, Oz (imaginary place), fiction, Kings, queens, rulers, etc., fiction, Magic, fiction, Witches, fiction, Children's fiction, nyt:series-books=2016-04-03, New York Times bestseller, Love, fiction, Characters, Oz (Lieu imaginaire), Romans, nouvelles, etc. pour la jeunesse, Reines, YOUNG ADULT FICTION, Action & Adventure, Romance, Dorothy Gale (Fictitious character)",3,/works/OL17359908W,7437807.0,fiction,Fantasy,
OL17360811W,Harry Potter and the Cursed Child,"Jack Thorne, John Tiffany, J. K. Rowling",2001.0,"Drama, Fantasy, Magic, Juvenile Drama, Good and evil, Literature, Fantasiewelt, Diskontinuität, Zeitreise, Auferstehung, British and irish drama (dramatic works by one author), Wizards, Drama, collections, Art, Potter, Harry (Fictitious character) -- Juvenile drama, Good and evil -- Juvenile drama, Magic -- Juvenile drama, Potter, Harry (Fictitious character) -- Drama, Potter, Harry (Fictitious character), Wizards -- Drama, Fantasy drama",35,/works/OL17360811W,8763851.0,fiction,Fantasy,
OL17363125W,The Fifth Season,N. K. Jemisin,2015.0,"LGBTQ novels, LGBTQ science fiction & fantasy, Fiction, fantasy, epic, Mothers and daughters, fiction, Fiction, dystopian, Fiction, fantasy, general, New York Times reviewed, Hugo Award Winner, award:hugo_award=2016, award:hugo_award=novel, End of the world, Fiction, Kidnapping, Families, Mothers and daughters, Parental kidnapping, Earthquake zones, Fin du monde, Romans, nouvelles, Familles, Mères et filles, Enlèvement d'enfant par les parents, Zones sismiques, Fantasy, General, Fantastischer Roman, Amerikanisches Englisch, Long now manual for civilization",16,/works/OL17363125W,8133598.0,fiction,Fantasy,
OL17364241W,Home From the Sea (Elemental Masters #7),Mercedes Lackey,2012.0,"Elemental Masters, Fantasy, Fiction, Shapeshifting, Telepathy, Selkies, American Fantasy fiction, Magic, Arranged marriage, Fathers and daughters, Human-animal communication, Human-animal relationships",4,/works/OL17364241W,8580264.0,fiction,Fantasy,
OL17366446W,A Grimm Warning,Chris Colfer,2014.0,"Characters in literature, Magic, Brothers and sisters, Youths' writings, War stories, Fiction, War, Fairy tales, Twins, Characters and characteristics in literature, Juvenile fiction, Fantasy, Siblings, Children's fiction, Magic, fiction, Brothers and sisters, fiction, Twins, fiction, War, fiction, nyt:series-books=2014-07-27, New York Times bestseller, Hermanos, Magia, Mellizas, Spanish language materials, Ficción juvenil, Magic -- Fiction, Brothers and sisters -- Fiction, Twins -- Fiction, Magia -- Ficción juvenil, Hermanos -- Ficción juvenil, Mellizas -- Ficción juvenil, Fantasy fiction",23,/works/OL17366446W,7444774.0,fiction,Fantasy,
OL17366745W,The Fisherman,John Langan,2016.0,"Horror, Fiction, Fantasy, Lovecraftian, Weird Fiction, Thriller, Mystery, Supernatural",5,/works/OL17366745W,7444961.0,fiction,Fantasy,
OL17367208W,Prairie fire,E. K. Johnston,2015.0,"Dragon, dragons, bard, fantasy, Children's fiction, Adventure and adventurers, fiction, Dragons, fiction, Schools, fiction, Family life, fiction, Canada, fiction, Adventure and adventurers, Fiction, Dragons, Bards and bardism, Fame, High schools, Schools, Family life, Imaginary histories, Juvenile fiction, Friendship in adolescence, Families",8,/works/OL17367208W,8668350.0,fiction,Fantasy,
OL17367560W,Heir of Fire,Sarah J. Maas,2014.0,"Magic, YA, High Fantasy, Fiction, Romance, Fantasy, Court, Assassins, Identity, Identity (Psychology), Children's fiction, Kings, queens, rulers, etc., fiction, Criminals, fiction, Identity, fiction, Fantasy fiction, Young adult fiction, [series:Throne_of_Glass], Young Adult, Female assassins",27,/works/OL17367560W,9318480.0,fiction,Fantasy,
OL17373003W,Saving the Sun Dragon,Tracey West,2014.0,"Fantasy, Wizards, Magic, Juvenile fiction, Dragons, Fiction, Children's fiction, Dragons, fiction, Wizards, fiction, Magic, fiction, Adventure and adventurers, fiction, Readers, Chapter Books",12,/works/OL17373003W,7451060.0,fiction,Fantasy,
OL17373007W,Isabella the Air Fairy,Daisy Meadows,2009.0,"Air quality, Air pollution, Chapter Books, Fantasy & Magic, Fiction, Environment, Environmentalism, Reader, Jack Frost (Legendary character), Smog, Nature & the Natural World, Magic, Rachel Walker (Fictional character), Islands, Kirsty Tate (Fictitious character), JUVENILE FICTION, Fairies, Fantasy, Environmental protection, Kirsty Tate (Fictional character), Rachel Walker (Fictitious character), Pollution, Air, Children's fiction, Fairies, fiction, Pollution, fiction",5,/works/OL17373007W,10084502.0,fiction,Fantasy,
OL17375008W,Miley the Stylist Fairy,Daisy Meadows,2012.0,"Juvenile fiction, Fairies, Fiction, Jack Frost (Fictional character), Kirsty Tate (Fictitious character), Jack Frost (Legendary character), Image consultants, Music, Magic, Singing, Rachel Walker (Fictitious character), Fantasy, Fantasy fiction, Fashion, Children's fiction, Fairies, fiction, Fashion, fiction, Magic, fiction, Singing, fiction",3,/works/OL17375008W,10193829.0,,,
OL17375673W,The Nicest Naughty Fairy,Nick Ward,2006.0,"Fairies, Pictorial works, Juvenile fiction, Fiction, Behavior, Magic, Humorous stories, Fées, Ouvrages illustrés, Romans, nouvelles, etc. pour la jeunesse, Fantasy, Géants, Bruit, Cartes de voeux, Magie, Analphabètes, Vanité, Animaux",5,/works/OL17375673W,7454283.0,fiction,Fantasy,
OL17376766W,Madame Pamplemousse And The Enchanted Sweet Shop,Rupert Kingfisher,2010.0,"Winter, Fantasy, Paris, Children's Literature, Fiction, Culinary, Bullying, Juvenile fiction, Girls, Revenge, Children's fiction, Bullying, fiction, Paris (france), fiction, Confectionery, Madame Pamplemousse (Fictitious character), Madeleine (Fictitious character : Kingfisher), Bullies",3,/works/OL17376766W,7456460.0,fiction,Fantasy,
OL17381030W,Beast Quest,Adam Blade,2012.0,"Juvenile fiction, Tom (Fictitious character : Blade), Monsters, Elenna (Fictitious character : Blade), Children's fiction, Monsters, fiction, Adventure and adventurers, fiction, Fantasy fiction, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Königreich, Freunde, hinterlistige Feinde, böse Zauberin, Sandstürme, Wüste, Zerstörung, Hetze, Unschuld",3,/works/OL17381030W,7464981.0,fiction,Fantasy,
OL17381045W,Keira the Film Star Fairy,Daisy Meadows,2012.0,"Juvenile fiction, Fairies, Magic, Fiction, Fantasy, Goblins, Child and youth fiction, Children's fiction, Fairies, fiction, Rachel Walker (Fictitious character), Kirsty Tate (Fictitious character), Children's stories, Readers (Primary)",6,/works/OL17381045W,10193725.0,fiction,Fantasy,
OL17381306W,Psychomania,"Stephen Jones, Joe R. Lansdale, Edgar Allan Poe, Neil Gaiman",2013.0,"Fiction, thrillers, supernatural, fantasy, science fiction, American Horror tales, American literature, Children's fiction, Classic Literature, Crime, Crime fiction, Detective and mystery stories, first-person narrative, Gothic fiction, Homicide, Horror, Horror fiction, Horror stories, Horror tales, Hyperesthesia, Juvenile fiction, Murder, short stories, Occult & Supernatural",5,/works/OL17381306W,12315122.0,fiction,Fantasy,
OL17381602W,Beast Quest,Adam Blade,2008.0,"Juvenile fiction, Monsters, Fiction, Children's fiction, Fantasy fiction, Quests (Expeditions), Adventure stories, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Schwert, Schild, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Magier, Kampf, kämpfen, Polyzephalie, sechsköpfiges Monster, Seeschlange, Schwarzer Ozean, Meer, Meermonster, Schiff",7,/works/OL17381602W,7466125.0,fiction,Fantasy,
OL17382569W,Beast Quest,Adam Blade,2009.0,"Elenna (Fictitious character : Blade), Children's stories, Juvenile fiction, Tom (Fictitious character : Blade), Monsters, Fiction, Children's fiction, Fantasy fiction, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Schwert, Schild, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Geisterbiester, magisches Amulett, Vater befreien, Teufelswurm, Freund, Erde, unterirdisch, Minenschacht, Einsturz, einstürzen",5,/works/OL17382569W,7468053.0,fiction,Fantasy,
OL17383596W,Beast Quest,Adam Blade,2009.0,"Juvenile fiction, Tom (Fictitious character : Blade), Monsters, Children's stories, Elenna (Fictitious character : Blade), Children's fiction, Fantasy fiction, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Schwert, Schild, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Geisterbiester, magisches Amulett, Vater befreien, Ziel, Raubschrecke, Meisterin, Tarnung, unsichtbar",6,/works/OL17383596W,7470117.0,fiction,Fantasy,
OL17385954W,Nina the Birthday Cake Fairy,Daisy Meadows,2013.0,"Juvenile fiction, Fairies, Magic, Fiction, Fantasy, Goblins, Kirsty Tate (Fictitious character), Birthday cakes, Rachel Walker (Fictitious character), Chapter Books, Fantasy & Magic, Reader, Jack Frost (Legendary character), Action & Adventure, Fantasy fiction, Children's fiction, Fairies, fiction, Magic, fiction, Birthdays, fiction",3,/works/OL17385954W,10193909.0,fiction,Fantasy,
OL17387548W,Wyrmeweald Bloodhoney,"Paul Stewart, Chris Riddell",2012.0,"Fantasy, Young adult fiction, Fantasy fiction, Juvenile fiction, Quests (Expeditions), Fiction, Good and evil, Assassins, Dragons, Children's fiction, Adventure and adventurers, fiction",10,/works/OL17387548W,7478009.0,fiction,Fantasy,
OL17387836W,Power Play,Ridley Pearson,2012.0,"Holography, Juvenile fiction, Good and evil, Cartoon characters, Teenagers, Fiction, Fantasy, Adventure and adventurers, Children's fiction, Missing persons, fiction, Good and evil, fiction, Florida, fiction",3,/works/OL17387836W,7478573.0,fiction,Fantasy,
OL17388182W,Beast Quest,Adam Blade,2010.0,"Fantasy, Elenna (Fictitious character : Blade), Juvenile fiction, Tom (Fictitious character : Blade), Quests (expeditions), Monsters, Fiction, Kinderbuch ab 8 Jahren, Action, Junge, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Königreich, magische Gegenstände, Zauberer, befreien, Oase, Wasser, Wüste, Wüstenbewohner, Natur",7,/works/OL17388182W,7479272.0,fiction,Fantasy,
OL17388544W,Redoubt (Valdemar,Mercedes Lackey,2012.0,"Valdemar, Collegium Chronicles, Fantasy, Fiction, Valdemar (Imaginary place), Orphans, Secrets, Large type books, Fiction, fantasy, general, Valdemar (imaginary place), fiction",4,/works/OL17388544W,7479990.0,fiction,Fantasy,
OL17390948W,Rising Star,Linda Chapman,2006.0,"Children's fiction, Unicorns, fiction, Ponies, fiction, Lauren Foster (Fictitious character), Juvenile fiction, Twilight (Fictitious character), Unicorns, Ponies, Fantasy, Children's stories, Fantasy fiction",5,/works/OL17390948W,7484797.0,fiction,Fantasy,
OL17390995W,Beast Quest #14,Adam Blade,2008.0,"Juvenile fiction, Monsters, Fiction, Children's fiction, Monsters, fiction, Fantasy fiction, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Schwert, Schild, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Magier, Kampf, kämpfen, trostlose Landschaft, Flammenvogel, geflügelter Hengst, Pegasus, Pegasos",7,/works/OL17390995W,7484891.0,fiction,Fantasy,
OL17390997W,The Immortals,"Paul Stewart, Chris Riddell",2009.0,"Fantasy, Juvenile fiction, Imaginary wars and battles, Children's fiction, Fantasy fiction, Edge, The (Imaginary place), Children's fantasy fiction, Fiction, Adventure and adventurers, fiction, War, fiction, Magic, fiction, Science fiction, Fiction, short stories (single author)",12,/works/OL17390997W,8310435.0,fiction,Fantasy,
OL17391183W,Wyrmeweald,"Paul Stewart, Chris Riddell",2010.0,"Fantasy, Dragons - Fiction, Dragons, Juvenile fiction, Fantasy fiction, Young adult fiction, Pioneers, Bounty hunters, Good and evil, Fiction, Children's fiction, Adventure and adventurers, fiction, Dragons, fiction, Teen fantasy fiction",11,/works/OL17391183W,7485261.0,fiction,Fantasy,
OL17392510W,Heirs Of The Blade,Adrian Tchaikovsky,2011.0,"Imaginary wars and battles, Kings, queens, rulers, Insects, Soldiers, Women soldiers, Fiction, Fiction, fantasy, general, Fantasy, English literature",4,/works/OL17392510W,7487918.0,fiction,Fantasy,
OL17392651W,Lara The Black Cat Fairy,Daisy Meadows,2009.0,"Magic, Juvenile fiction, Fairies, Fiction, Black cats, Camps, Fantasy, Kirsty Tate (Fictitious character), Cats, Rachel Walker (Fictitious character), Children's fiction, Fairies, fiction, Cats, fiction, Magic, fiction, Camps, fiction, Fantasy fiction",4,/works/OL17392651W,10193746.0,fiction,Fantasy,
OL17392986W,Fiona the Flute Fairy,Daisy Meadows,2008.0,"Kirsty Tate (Fictitious character), Rachel Walker (Fictitious character), Juvenile fiction, Flute, Fairies, Musical instruments, Fiction, Flutes - Fiction, Fantasy, Children's fiction, Fairies, fiction, Musical instruments, fiction",4,/works/OL17392986W,7496783.0,fiction,Fantasy,
OL17393902W,Beast Quest,Adam Blade,2010.0,"Wizards, Children's fantasy fiction, Juvenile fiction, Tom (Fictitious character : Blade), Kayonia (Imaginary place), Fiction, Children's stories, Children's fiction, Wizards, fiction, Fantasy fiction, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Mutter, Fluch, befreien, Heiltrank, Zutaten finden, heilen, Heilung, Ziel, Wespenkönigin",6,/works/OL17393902W,7490703.0,fiction,Fantasy,
OL17394364W,Bloodfate,Kay Fraser,2012.0,"Forests and forestry, Prisoners, Friendship, Fantasy, Friendship - Fiction, Fairies - Fiction, Fairies, Forests and forestry - Fiction, Fiction, Prisoners - Fiction",4,/works/OL17394364W,7491629.0,fiction,Fantasy,
OL17394839W,Dogmagic A Tail Of Enchantment,Holly Webb,2008.0,"Animals, Juvenile fiction, Fiction, Dogs, Pet shops, Schools, Magic, Friendship, Human-animal communication, Children's fiction, Magic, fiction, Dogs, fiction, Lottie (Fictitious character : Webb), Fantasy, Schools, fiction, Friendship, fiction, Fantasy fiction",5,/works/OL17394839W,7492573.0,fiction,Fantasy,
OL17399600W,The Wild Girls,Ursula K. Le Guin,2011.0,"Science fiction, Fiction, science fiction, general, Interviews, FICTION, General, Fantasy",6,/works/OL17399600W,7502058.0,fiction,Fantasy,
OL17400451W,Beast Quest,Adam Blade,2010.0,"Fantasy, Cats, Juvenile fiction, Human-animal relationships, Quests (Expeditions), Monsters, Fiction, Child and youth fiction, Kinderbuch ab 8 Jahren, Action, Junge, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, böse, gut, Zauberer, Magier, bagische Gegenstände, finden, befreien, Sturm, magisches Portal, Höllenkatze, schonungslos, Angriff",3,/works/OL17400451W,7503753.0,fiction,Fantasy,
OL17401502W,The Pain Merchants,Janice Hardy,2009.0,"Healers, Juvenile fiction, Sisters, Young adult fiction, Fiction, Dystopias, War, Pain, Fantasy, Children's fiction, Sisters, fiction, Fantasy fiction",3,/works/OL17401502W,7505845.0,fiction,Fantasy,
OL17404229W,Matilda the Hair Stylist Fairy,Daisy Meadows,2012.0,"Juvenile fiction, Fairies, Magic, Fiction, Fantasy, Goblins, Jack Frost (Legendary character), JUVENILE FICTION / Fantasy & Magic, Personal Beauty, Moda, Spanish langauge materials, Fashion, Hairdressing, Kirsty Tate (Fictitious character), Hadas, Novela juvenil, Rachel Walker (Fictitious character), Spanish language materials, JUVENILE FICTION / Action & Adventure, Fashions, Ficción juvenil, Barbers, Beauty operators, Fantasy fiction, Children's fiction, Fairies, fiction, Magic, fiction",3,/works/OL17404229W,10193811.0,fiction,Fantasy,
OL17405936W,Beast Quest,Adam Blade,2010.0,"Monster, Juvenile fiction, Fiction, Fantasy, Wizards, Heroes, Monsters, Kayonia (Imaginary place), Tom (Fictitious character : Blade), Children's stories, Kinderbuch ab 8 Jahren, Action, Junge, Abenteuer, Missionen, gefährliche Tiere, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Mutter, Fluch, befreien, Heiltrank, Zutaten finden, heilen, Heilung, Freunde, entführt, Entführung, Spur folgen, Sumpf, Moor, Schlammungeheuer, Blick, lähmen",7,/works/OL17405936W,7514716.0,fiction,Fantasy,
OL17406418W,Planet of the Gerks,Nick Ward,2010.0,"Small, Charlie (Fictitious character)vJuvenile fiction, Adventure and adventurers, Diaries, Fiction, Children's fiction, Adventure and adventurers, fiction, Extraterrestrial beings, Juvenile fiction, Spanish language materials, Fantasy, Seres extraterrestres, Novela juvenil, Espacio exterior, Aliens, Adventure",5,/works/OL17406418W,7515681.0,fiction,Fantasy,
OL17407628W,Rochelle the Star-spotter Fairy,Daisy Meadows,2012.0,"Fairies, Juvenile fiction, Music, Social Themes, Friendship, Magic, Fantasy fiction, Fiction, Fantasy, Singing, Fantasy & Magic, Kirsty Tate (Fictitious character), Rachel Walker (Fictitious character), Children's fiction, Fairies, fiction, Magic, fiction, Singing, fiction, Jack Frost (Legendary character), JUVENILE FICTION / Fantasy & Magic, JUVENILE FICTION / Social Themes / Friendship, Jack Frost (Fictional character)",3,/works/OL17407628W,10194092.0,fiction,Fantasy,
OL17409665W,Beast Quest,Adam Blade,2010.0,"Wizards, Children's fantasy fiction, Juvenile fiction, Tom (Fictitious character : Blade), Kayonia (Imaginary place), Fiction, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Mutter, Fluch, befreien, Heiltrank, Zutaten finden, heilen, Heilung, Untertage, unterirdisch, Riesenfledermaus, Minenarbeiter, Bergbau, Sklaven, gefangen, Sehkraft, blind",6,/works/OL17409665W,7522106.0,fiction,Fantasy,
OL17411050W,The Air War,Adrian Tchaikovsky,2012.0,"Fiction, fantasy, Fiction, fantasy, general, English literature",5,/works/OL17411050W,7524831.0,fiction,Fantasy,
OL17412234W,Sophia the Snow Swan Fairy,Daisy Meadows,2009.0,"Magic, Camping, Juvenile fiction, Fairies, Fiction, Fantasy, Swans, Camps, Kirsty Tate (Fictitious character), Rachel Walker (Fictitious character), Children's fiction, Camping, fiction, Fairies, fiction, Magic, fiction, Swans, fiction, Fantasy fiction",5,/works/OL17412234W,7527169.0,fiction,Fantasy,
OL17412315W,"The Girl With The Iron Touch (The Steampunk Chronicles Series, Book 3)",Kady Cross,2013.0,"Mystery and detective stories, Fantasy, History, Kidnapping, Fiction, Children's fiction, Robots, fiction, Kidnapping, fiction, Criminals, fiction, London (england), fiction, Science fiction, Robots, Juvenile fiction, Steampunk fiction, Automata, Eighteen nineties, Criminals, Nobility, Années quatre-vingt-dix (Dix-neuvième siècle), Romans, nouvelles, etc. pour la jeunesse, Criminels, Fantasy & Magic, Historical, Mystery fiction",5,/works/OL17412315W,7527333.0,fiction,Fantasy,
OL17413209W,Milly the River Fairy,Daisy Meadows,2009.0,"Water, Fairies, Fiction, Magic, Pollution, Juvenile fiction, Kirsty Tate (Fictitious character), Rachel Walker (Fictitious character), Jack Frost (Legendary character), Chapter Books, Fantasy & Magic, Nature & the Natural World, Environment, Environmentalism, Reader, Rachel Walker (Fictional character), JUVENILE FICTION, Rivers, Fantasy, Water pollution, Environmental protection, Kirsty Tate (Fictional character), Textual Criticism, German fiction, History and criticism, Narration (Rhetoric), History, Magic wands, Children's fiction, Fairies, fiction",5,/works/OL17413209W,7529096.0,fiction,Fantasy,
OL17413243W,The Sun Trail,Erin Hunter,2013.0,"Cats, Fantasy, Fantasy Fiction, Feral Cats, Fiction, Juvenile Fiction, Children's fiction, Cats, fiction, Adventure and adventurers, fiction, Fantasy fiction",12,/works/OL17413243W,8347550.0,fiction,Fantasy,
OL17415737W,Shattered Peace,"Dan Jolley, Erin Hunter",2009.0,"Cats, Fantasy, Fantasy Fiction, Feral Cats, Fiction, Graphic Novels, Juvenile Fiction, Manga, Children's fiction, Adventure and adventurers, fiction, Comic books, strips, Adventure and adventurers, Cartoons and comics, Survival",7,/works/OL17415737W,7534089.0,fiction,Fantasy,
OL17415984W,Beast Quest,Adam Blade,2009.0,"Children's fiction, Fantasy fiction, Monsters, fiction, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Schwert, Schild, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Geisterbiester, magisches Amulett, Vater befreien, Kampf, Panther, Heimat, Veränderung, Vertrauen",6,/works/OL17415984W,7534581.0,fiction,Fantasy,
OL17416153W,Enter the Clans,Erin Hunter,2012.0,"Cats, Fantasy, Fantasy Fiction, Feral Cats, Fiction, Juvenile Fiction, Children's fiction, Cats, fiction, Fantasy fiction",3,/works/OL17416153W,7534916.0,fiction,Fantasy,
OL17416616W,Beast Quest,Adam Blade,2010.0,"Juvenile fiction, Wizards, Kayonia (Imaginary place), Children's stories, Tom (Fictitious character : Blade), Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, Mutter, Fluch, befreien, Heiltrank, Zutaten finden, heilen, Heilung, unbekanntes Land, Reise, Eiswüste, Kraft, Eidechsenkönig, erbarmungslos, Magie, Juwelen",7,/works/OL17416616W,7535820.0,fiction,Fantasy,
OL17416928W,Madeleine the Cookie Fairy,Daisy Meadows,2013.0,"Juvenile fiction, Fairies, Magic, Fiction, Fantasy, Goblins, Cookies, Kirsty Tate (Fictitious character), Rachel Walker (Fictitious character), Children's fiction, Fairies, fiction, Magic, fiction",5,/works/OL17416928W,10193795.0,fiction,Fantasy,
OL17419220W,Beast Quest,Adam Blade,2012.0,"Juvenile fiction, Tom (Fictitious character : Blade), Monsters, Elenna (Fictitious character : Blade), Children's fiction, Monsters, fiction, Fantasy fiction, Kinderbuch ab 8 Jahren, Fantasy, Action, Junge, Abenteuer, Missionen, gefährliche Tiere, Monster, Biester, Gefahr, Widersacher, Gegner, retten, Rettung, böser Magier, edle Ritter, Tote, erweckt, verflucht, Eisebenen, Weiße Ritter, gutes Biest, Freunde, Schnee, getarnt, unsichtbaar, Panzer, Gigant",3,/works/OL17419220W,7540971.0,fiction,Fantasy,
OL17422623W,Zombie Moon,Lori Devoti,2010.0,"Werewolves, Man-woman relationships, Zombies, Fiction, Romance, Fantasy, FICTION, Fiction, romance, paranormal, Fiction, romance, paranormal, general",5,/works/OL17422623W,7547673.0,fiction,Fantasy,
OL17423096W,The Lost Heir,Tui T. Sutherland,2012.0,"JUVENILE FICTION / Action & Adventure / General, Fantasy, Fantasy fiction, Juvenile fiction, Fiction, Prophecies, JUVENILE FICTION / Social Themes / Adolescence, Dragons, NEW LIST 20130430, JUVENILE FICTION / Fantasy & Magic, Fate and fatalism, Good and evil, Imaginary wars and battles, Fantasy & Magic, Action & Adventure, General, Social Themes, Adolescence, Children's fiction, Dragons, fiction, Adventure and adventurers, fiction, Wings of Fire, lost heir, Assassins, Friendship, fiction, Cruel, weird",23,/works/OL17423096W,7548609.0,fiction,Fantasy,
OL17426243W,Feral Nights,Cynthia Leitich Smith,2013.0,"Fantasy, Murder, Brothers and sisters, Shapeshifting, Fiction, Homicide, Juvenile fiction, Kidnapping, Fiction, fantasy, general, Crime, fiction, Brothers and sisters, fiction, Metamorphosis, Paranormal fiction, Young adult fiction, Children's fiction, Murder, fiction",7,/works/OL17426243W,15090353.0,fiction,Fantasy,
